,a/c,a/t,c/b,phi,F,Mg
1543,0.25,0.7,0.15,1.50292,1.65429,1.63996
16176,1.7,0.2,0.1,0.8887,0.69637,0.78831
768,0.2,0.8,0.15,1.80105,1.87503,1.8781
3507,0.35,0.8,0.3,0.05268,1.32107,2.1226
10097,0.8,0.7,0.01,2.54614,1.15661,1.24146
3281,0.35,0.7,0.01,0.75285,1.33603,1.56378
7637,0.6,0.6,0.1,2.10538,1.17983,1.23008
13022,1.2,0.7,0.05,0.2992,1.09714,1.10335
12247,1.1,0.6,0.15,0.60189,1.07391,1.08031
15969,1.6,0.7,0.05,1.34311,0.66027,0.81848
11475,1.0,0.6,0.05,1.34504,1.09036,1.08935
13795,1.3,0.7,0.1,2.85419,1.04952,1.05374
17216,1.8,0.5,0.15,2.55494,0.75081,0.79132
16850,1.8,0.2,0.05,1.21184,0.60247,0.76022
7605,0.6,0.6,0.05,0.45201,1.1141,1.33579
3293,0.35,0.7,0.01,2.5379,1.27397,1.59661
10997,0.9,0.8,0.15,2.10364,1.16375,1.16536
8021,0.65,0.2,0.1,3.03901,1.00271,1.23776
15825,1.6,0.5,0.2,1.80079,0.66735,0.81761
13487,1.3,0.4,0.15,0.7567,0.89088,0.93455
7095,0.6,0.2,0.01,2.64622,0.95586,1.13409
4975,0.45,0.6,0.05,2.84598,1.07665,1.49196
11958,1.1,0.3,0.2,1.35843,0.96305,1.00024
8619,0.65,0.7,0.05,1.33761,1.1958,1.2039
7833,0.6,0.8,0.01,0.02948,1.3766,1.77641
13453,1.3,0.4,0.05,1.94746,0.8194,0.91308
5235,0.45,0.8,0.1,0.89233,1.33919,1.4643
8559,0.65,0.6,0.2,1.81266,1.19256,1.1848
277,0.2,0.4,0.1,0.58781,1.02944,1.34958
8140,0.65,0.3,0.1,1.98517,1.07847,1.10325
8508,0.65,0.6,0.1,0.44574,1.12649,1.31547
4693,0.45,0.4,0.01,1.51659,1.18367,1.18433
4608,0.45,0.3,0.1,1.33619,1.12693,1.1373
13825,1.3,0.7,0.2,1.04954,0.87935,0.9471
486,0.2,0.6,0.05,0.43923,1.15876,1.70291
15108,1.5,0.6,0.01,1.35482,0.69956,0.84488
10652,0.9,0.5,0.1,0.75241,1.1016,1.12791
18191,1.9,0.8,0.15,0.74892,0.7049,0.77195
3889,0.4,0.4,0.3,0.58955,1.01934,1.23824
4764,0.45,0.4,0.15,2.72182,0.96223,1.25779
12052,1.1,0.4,0.15,2.84638,1.09357,1.09152
1815,0.3,0.2,0.2,1.33843,1.11639,1.1247
6343,0.55,0.3,0.05,0.18257,0.94395,1.24915
12173,1.1,0.5,0.2,2.1066,1.0074,1.0297
1551,0.25,0.7,0.15,2.70921,1.24165,1.78111
8126,0.65,0.3,0.05,2.97021,1.0014,1.22947
17600,1.9,0.2,0.15,0.28469,0.77645,0.78574
11402,1.0,0.5,0.1,2.99975,1.24322,1.23938
2847,0.35,0.3,0.15,1.7915,1.16024,1.16788
13253,1.3,0.2,0.1,0.29334,0.95767,0.96483
17733,1.9,0.3,0.2,1.33833,0.56394,0.74695
13566,1.3,0.5,0.1,0.00961,1.05404,1.0508
6236,0.55,0.2,0.05,3.03053,0.93422,1.25055
4255,0.4,0.7,0.2,1.94787,1.38164,1.39937
12288,1.1,0.7,0.01,0.45281,1.12747,1.13698
9696,0.8,0.3,0.05,2.24742,1.04508,1.0851
11135,1.0,0.3,0.01,0.75055,1.06961,1.06959
2088,0.3,0.4,0.2,1.35149,1.26594,1.2673
9310,0.7,0.6,0.15,1.05401,1.14841,1.17733
7869,0.6,0.8,0.05,2.25366,1.24225,1.3354
14126,1.4,0.3,0.15,2.10888,0.78703,0.87665
4534,0.45,0.2,0.3,2.88524,0.86398,1.20375
18847,2.0,0.8,0.05,1.50829,0.51397,0.72386
15189,1.5,0.6,0.2,0.90235,0.79203,0.8664
7949,0.6,0.8,0.3,1.65631,1.28558,1.22947
7250,0.6,0.3,0.1,0.74501,1.01935,1.13134
18280,2.0,0.2,0.1,1.46548,0.51918,0.72737
15130,1.5,0.6,0.05,1.49143,0.69453,0.84817
756,0.2,0.8,0.15,0.02686,1.21102,2.66633
2285,0.3,0.6,0.05,2.54794,1.20461,1.53818
2127,0.3,0.5,0.01,0.90136,1.24318,1.38472
3736,0.4,0.3,0.15,2.87902,0.85735,1.25151
6389,0.55,0.3,0.15,0.74626,1.01462,1.13684
6111,0.5,0.8,0.1,0.03783,1.36088,1.91302
1540,0.25,0.7,0.15,1.0513,1.5955,1.68724
17982,1.9,0.6,0.1,0.8937,0.65133,0.74987
5230,0.45,0.8,0.1,0.15651,1.28539,1.86362
1615,0.25,0.8,0.01,2.84845,1.29198,2.10911
10894,0.9,0.7,0.15,2.39803,1.16207,1.18244
11013,0.9,0.8,0.2,1.34995,1.14765,1.1275
8034,0.65,0.2,0.15,1.80314,1.07401,1.07939
14027,1.4,0.2,0.15,2.98644,0.95905,0.9592
9842,0.8,0.4,0.15,2.10099,1.08114,1.10141
5343,0.5,0.2,0.05,1.31337,1.08096,1.09417
17883,1.9,0.5,0.05,1.79055,0.55099,0.73704
18701,2.0,0.6,0.15,1.65331,0.52049,0.72627
9752,0.8,0.3,0.2,1.19657,1.0702,1.07544
2959,0.35,0.4,0.1,2.86677,0.88855,1.34765
10618,0.9,0.5,0.01,1.95192,1.08787,1.09511
18278,2.0,0.2,0.1,1.21307,0.55193,0.72087
13590,1.3,0.5,0.15,0.44378,0.9668,0.97905
7401,0.6,0.4,0.15,1.36255,1.13578,1.13733
14449,1.4,0.6,0.2,0.15373,1.03393,1.02153
12775,1.2,0.4,0.15,1.05942,0.90825,0.96494
14131,1.4,0.3,0.15,2.84144,0.92732,0.93361
5342,0.5,0.2,0.05,1.23808,1.07264,1.0949
1901,0.3,0.3,0.05,1.65216,1.1873,1.18854
13626,1.3,0.5,0.2,2.69695,0.97395,0.98098
3246,0.35,0.6,0.2,1.8017,1.39369,1.38925
18089,1.9,0.7,0.1,1.20362,0.58356,0.74491
4649,0.45,0.3,0.2,1.17419,1.10853,1.13572
11199,1.0,0.3,0.15,0.88925,1.07032,1.06586
8198,0.65,0.3,0.3,1.23294,1.10127,1.10077
3885,0.4,0.4,0.3,0.07717,0.92573,1.42013
11294,1.0,0.4,0.1,2.55246,1.1106,1.10786
9670,0.8,0.3,0.01,1.50751,1.06623,1.06659
648,0.2,0.7,0.1,2.69162,1.32443,1.922
4871,0.45,0.5,0.1,2.9741,1.00581,1.45643
9058,0.7,0.4,0.05,1.04607,1.07781,1.11467
12491,1.1,0.8,0.2,2.54777,1.13953,1.13267
7710,0.6,0.7,0.01,0.4492,1.17142,1.40679
11517,1.0,0.6,0.15,1.34504,1.10086,1.09168
1422,0.25,0.6,0.15,2.25287,1.41281,1.57419
425,0.2,0.5,0.2,0.7587,1.27746,1.50463
8310,0.65,0.4,0.2,2.26303,1.08319,1.14686
9439,0.7,0.7,0.2,1.49836,1.19175,1.17189
10228,0.8,0.8,0.1,0.1484,1.33742,1.48336
8078,0.65,0.2,0.3,2.09367,1.06265,1.09248
14149,1.4,0.3,0.2,2.39362,0.84476,0.89413
6841,0.55,0.7,0.01,2.40324,1.19896,1.35193
9333,0.7,0.6,0.2,1.35128,1.16996,1.15967
1830,0.3,0.2,0.3,0.4393,0.82729,1.15168
7635,0.6,0.6,0.1,1.78897,1.20073,1.20542
2306,0.3,0.6,0.1,2.54794,1.20512,1.53455
15416,1.6,0.2,0.01,0.28788,0.84565,0.85636
14549,1.4,0.7,0.15,2.54804,0.91492,0.94448
14113,1.4,0.3,0.15,0.14407,0.97068,0.96909
2553,0.3,0.8,0.1,1.79588,1.56309,1.57351
6601,0.55,0.5,0.05,1.06075,1.15232,1.20498
18190,1.9,0.8,0.15,0.59832,0.7437,0.78493
11523,1.0,0.6,0.15,2.24617,1.1267,1.1173
14832,1.5,0.3,0.1,0.90464,0.76291,0.84595
13902,1.3,0.8,0.15,0.00618,1.14691,1.13416
12776,1.2,0.4,0.15,1.19692,0.89548,0.96169
10544,0.9,0.4,0.1,0.30389,1.1182,1.16968
3505,0.35,0.8,0.2,2.83538,1.27967,1.87044
18090,1.9,0.7,0.1,1.35575,0.55769,0.74421
2380,0.3,0.7,0.01,1.05085,1.48179,1.57903
16338,1.7,0.4,0.05,0.01557,0.87497,0.87446
2300,0.3,0.6,0.1,1.6475,1.46279,1.45933
14343,1.4,0.5,0.2,0.01123,1.01685,1.00429
1428,0.25,0.6,0.2,0.07263,0.92439,1.78705
14325,1.4,0.5,0.15,0.44369,0.91998,0.93545
1906,0.3,0.3,0.05,2.4197,1.01123,1.20972
15858,1.6,0.6,0.05,0.45391,0.84485,0.87078
7035,0.55,0.8,0.2,0.03359,1.38851,1.83399
1882,0.3,0.3,0.01,1.95251,1.14961,1.18905
6891,0.55,0.7,0.15,0.45352,1.18323,1.44163
17158,1.8,0.5,0.05,0.14521,0.85591,0.85837
5302,0.45,0.8,0.3,1.5042,1.39659,1.33526
8455,0.65,0.5,0.3,1.96797,1.16397,1.15736
8654,0.65,0.7,0.15,0.30952,1.20052,1.43121
5832,0.5,0.6,0.01,2.23561,1.19672,1.30157
15952,1.6,0.7,0.01,1.94447,0.67991,0.82033
5253,0.45,0.8,0.15,0.43449,1.26412,1.63248
5707,0.5,0.5,0.01,2.42106,1.10052,1.26295
10329,0.9,0.2,0.05,2.69313,1.05068,1.09529
17709,1.9,0.3,0.15,0.88628,0.65062,0.74696
15917,1.6,0.6,0.15,3.00001,0.94426,0.93925
1934,0.3,0.3,0.15,0.32461,0.81883,1.24745
4943,0.45,0.6,0.01,1.18792,1.26511,1.30294
9716,0.8,0.3,0.1,2.09388,1.05499,1.07811
10113,0.8,0.7,0.05,1.79649,1.1318,1.13573
6904,0.55,0.7,0.15,2.40324,1.21228,1.3537
6468,0.55,0.4,0.05,0.05808,1.02097,1.37317
6444,0.55,0.3,0.3,2.65709,0.97241,1.16497
7086,0.6,0.2,0.01,1.33917,1.07371,1.08295
4121,0.4,0.6,0.2,0.74412,1.22597,1.40545
17877,1.9,0.5,0.05,0.90047,0.64624,0.74779
10334,0.9,0.2,0.1,0.31641,1.06953,1.11969
12337,1.1,0.7,0.1,1.50038,0.97843,1.02149
335,0.2,0.4,0.2,3.00527,0.71767,1.44964
12813,1.2,0.5,0.05,0.44708,1.01495,1.02919
11600,1.0,0.7,0.1,1.20222,1.11214,1.10733
4895,0.45,0.5,0.2,0.30852,1.00937,1.37533
7280,0.6,0.3,0.15,2.10834,1.06754,1.11304
1742,0.3,0.2,0.01,3.01555,0.73732,1.29717
6772,0.55,0.6,0.15,1.49429,1.23414,1.2251
7217,0.6,0.3,0.01,2.10834,1.0633,1.11324
6871,0.55,0.7,0.1,0.60227,1.19093,1.39215
16700,1.7,0.7,0.15,0.74489,0.75864,0.82148
72,0.2,0.2,0.15,1.35574,1.1444,1.15405
15307,1.5,0.7,0.2,2.85033,0.96325,0.95773
4120,0.4,0.6,0.2,0.58701,1.1674,1.43058
11627,1.0,0.7,0.15,2.0955,1.13115,1.12014
605,0.2,0.7,0.01,2.54643,1.4285,1.86825
11688,1.0,0.8,0.05,1.79683,1.10324,1.10188
9156,0.7,0.5,0.05,0.00311,1.14024,1.36179
17288,1.8,0.6,0.1,0.7507,0.71529,0.78527
7122,0.6,0.2,0.1,0.49456,0.95687,1.13415
7482,0.6,0.5,0.05,0.90648,1.12138,1.20138
12158,1.1,0.5,0.15,2.99661,1.17245,1.16536
10392,0.9,0.2,0.2,2.69313,1.0621,1.10207
13916,1.3,0.8,0.15,2.1001,0.8811,0.95399
11298,1.0,0.4,0.15,0.00963,1.22359,1.21679
10808,0.9,0.6,0.2,2.10161,1.12917,1.12638
13660,1.3,0.6,0.05,1.50311,0.80679,0.91831
11101,1.0,0.2,0.15,1.94663,1.0505,1.04758
6193,0.5,0.8,0.3,2.86423,1.29001,1.6565
14428,1.4,0.6,0.15,0.15373,1.02558,1.01997
12298,1.1,0.7,0.01,1.95221,0.99846,1.03967
13947,1.4,0.2,0.01,0.4679,0.87588,0.89915
15073,1.5,0.5,0.15,2.39605,0.81336,0.86958
3512,0.35,0.8,0.3,0.75764,1.47538,1.64642
17373,1.8,0.7,0.05,0.90426,0.67861,0.77916
18803,2.0,0.7,0.15,1.20175,0.56152,0.72419
5503,0.5,0.3,0.15,0.19019,0.91588,1.25743
2473,0.3,0.7,0.2,2.40419,1.41626,1.6539
8138,0.65,0.3,0.1,1.68158,1.09846,1.09837
18339,2.0,0.3,0.05,0.91413,0.61508,0.72071
18024,1.9,0.6,0.2,0.8937,0.66363,0.75549
6431,0.55,0.3,0.3,0.74626,1.02622,1.13536
10969,0.9,0.8,0.1,1.05297,1.1498,1.15784
7660,0.6,0.6,0.15,2.4173,1.14635,1.27048
2665,0.35,0.2,0.05,2.81289,0.80696,1.18616
4361,0.4,0.8,0.15,2.09674,1.40779,1.47743
3186,0.35,0.6,0.05,2.24093,1.29633,1.43609
2083,0.3,0.4,0.2,0.59106,1.01774,1.28979
2595,0.3,0.8,0.2,1.79588,1.57808,1.56487
9547,0.7,0.8,0.2,1.95177,1.21413,1.21204
3662,0.4,0.3,0.01,1.17899,1.11383,1.15079
420,0.2,0.5,0.2,0.04009,0.80422,1.75934
15288,1.5,0.7,0.2,0.00952,1.01412,0.99657
15924,1.6,0.6,0.2,0.90509,0.75218,0.83405
226,0.2,0.3,0.2,2.38599,1.04766,1.24202
591,0.2,0.7,0.01,0.44938,1.31192,1.91298
7441,0.6,0.4,0.3,1.05638,1.12157,1.1437
12827,1.2,0.5,0.05,2.55209,0.98291,1.00681
12567,1.2,0.2,0.15,1.34676,0.87186,0.94732
14916,1.5,0.4,0.05,0.89651,0.76557,0.84853
9127,0.7,0.4,0.2,1.9549,1.10291,1.11248
17505,1.8,0.8,0.15,1.79858,0.59487,0.76817
9050,0.7,0.4,0.01,2.99809,1.0503,1.24872
8408,0.65,0.5,0.15,1.21575,1.14704,1.15986
365,0.2,0.5,0.05,1.20038,1.47098,1.52009
4772,0.45,0.4,0.2,0.76151,1.06861,1.21125
6253,0.55,0.2,0.1,2.4083,0.98437,1.11022
6604,0.55,0.5,0.05,1.51574,1.18908,1.18879
15904,1.6,0.6,0.15,1.04218,0.71687,0.82714
16980,1.8,0.3,0.1,1.79846,0.58439,0.76173
2357,0.3,0.6,0.3,0.75453,1.31502,1.49891
4305,0.4,0.8,0.05,0.04765,1.31725,2.07404
14036,1.4,0.2,0.2,1.17887,0.77253,0.88023
14712,1.5,0.2,0.05,1.78599,0.69314,0.83698
13255,1.3,0.2,0.1,0.61603,0.89473,0.92697
10108,0.8,0.7,0.05,1.05223,1.13901,1.16443
14977,1.5,0.4,0.2,0.60279,0.84046,0.8741
2525,0.3,0.8,0.05,0.74381,1.50898,1.78588
7335,0.6,0.4,0.01,0.87954,1.07346,1.1574
5757,0.5,0.5,0.15,0.47028,1.04674,1.30381
10432,0.9,0.3,0.05,2.40911,1.05101,1.08008
16104,1.6,0.8,0.15,2.69819,0.88011,0.89659
16989,1.8,0.3,0.15,0.02103,0.85076,0.84728
7393,0.6,0.4,0.15,0.11879,1.03118,1.31571
15658,1.6,0.4,0.05,1.95692,0.67757,0.81479
10496,0.9,0.3,0.2,2.55839,1.06782,1.09821
13392,1.3,0.3,0.15,2.23946,0.85753,0.91806
1920,0.3,0.3,0.1,1.35742,1.17968,1.18982
15286,1.5,0.7,0.15,2.85033,0.95197,0.95382
14322,1.4,0.5,0.15,0.01123,1.00874,1.00175
15374,1.5,0.8,0.15,0.30029,0.96833,0.96956
17192,1.8,0.5,0.1,2.09427,0.64293,0.76947
11057,1.0,0.2,0.05,1.65261,1.04118,1.04086
230,0.2,0.3,0.2,2.9794,0.67433,1.32543
3865,0.4,0.4,0.2,0.15253,0.91444,1.3912
5967,0.5,0.7,0.05,0.4618,1.17304,1.47445
2293,0.3,0.6,0.1,0.61106,1.21525,1.53255
10823,0.9,0.7,0.01,1.19582,1.11437,1.12154
15056,1.5,0.5,0.1,2.99514,0.95827,0.95816
11516,1.0,0.6,0.15,1.19501,1.10791,1.09867
9805,0.8,0.4,0.05,2.84286,1.07494,1.18688
12533,1.2,0.2,0.05,2.559,0.94889,0.9719
6318,0.55,0.2,0.3,2.64025,0.95054,1.13913
14826,1.5,0.3,0.1,0.01804,0.93923,0.93753
4532,0.45,0.2,0.3,2.50943,0.95074,1.12896
15095,1.5,0.5,0.2,2.55099,0.85339,0.88364
13400,1.3,0.3,0.2,0.30126,0.97584,0.97751
12684,1.2,0.3,0.2,0.01455,1.08374,1.07573
8166,0.65,0.3,0.15,2.66935,0.99658,1.15664
9443,0.7,0.7,0.2,2.09823,1.18985,1.21038
9781,0.8,0.4,0.01,2.39418,1.05557,1.1139
8080,0.65,0.2,0.3,2.41147,1.01926,1.11019
5299,0.45,0.8,0.3,1.0466,1.39265,1.40654
15141,1.5,0.6,0.1,0.01059,0.97762,0.97401
10881,0.9,0.7,0.15,0.45094,1.20663,1.24587
3497,0.35,0.8,0.2,1.653,1.48438,1.45714
10244,0.8,0.8,0.1,2.55348,1.20333,1.28633
13849,1.3,0.8,0.01,1.49684,0.81192,0.92482
14639,1.4,0.8,0.15,0.30398,1.01797,1.018
3677,0.4,0.3,0.05,0.26189,0.85333,1.25069
7867,0.6,0.8,0.05,1.95717,1.23175,1.25989
12860,1.2,0.5,0.15,1.20682,0.90685,0.97321
3647,0.4,0.2,0.3,2.10151,1.05612,1.1096
6867,0.55,0.7,0.1,0.03655,1.27543,1.71104
5404,0.5,0.2,0.2,1.08311,1.05547,1.09858
7668,0.6,0.6,0.2,0.45201,1.12875,1.33451
10615,0.9,0.5,0.01,1.50211,1.08829,1.0885
12457,1.1,0.8,0.15,0.60201,1.1273,1.13083
8837,0.65,0.8,0.3,2.54835,1.26731,1.37378
4778,0.45,0.4,0.2,1.66088,1.19331,1.18343
3203,0.35,0.6,0.1,1.64052,1.39075,1.38708
11909,1.1,0.3,0.1,0.30742,1.06708,1.06938
16724,1.7,0.7,0.2,1.19318,0.65877,0.79715
8934,0.7,0.3,0.01,1.34404,1.0678,1.07477
570,0.2,0.6,0.3,0.43923,1.17882,1.6759
4550,0.45,0.2,0.5,2.1371,1.07721,1.11413
4196,0.4,0.7,0.05,2.56475,1.23584,1.5429
6747,0.55,0.6,0.1,0.91352,1.185,1.27307
7830,0.6,0.7,0.3,2.69152,1.20832,1.39407
2347,0.3,0.6,0.2,2.38974,1.3057,1.51881
13944,1.4,0.2,0.01,0.02528,0.97303,0.97309
18270,2.0,0.2,0.1,0.02912,0.80082,0.79996
17469,1.8,0.8,0.05,2.70138,0.80147,0.82778
12854,1.2,0.5,0.15,0.29373,1.05866,1.05815
12277,1.1,0.6,0.2,1.9497,1.00684,1.03297
17543,1.9,0.2,0.01,1.21794,0.5705,0.7348
548,0.2,0.6,0.2,0.2985,1.05439,1.75391
18614,2.0,0.5,0.2,1.20929,0.56229,0.72523
8344,0.65,0.5,0.01,1.0413,1.12495,1.17064
9175,0.7,0.5,0.05,2.84926,1.08091,1.26446
17035,1.8,0.4,0.01,0.59901,0.73235,0.77921
10935,0.9,0.8,0.01,2.24701,1.15589,1.1784
6061,0.5,0.7,0.3,1.95363,1.31593,1.29987
1685,0.25,0.8,0.2,0.75039,1.63377,1.90588
12902,1.2,0.6,0.01,1.20021,0.90012,0.97226
13333,1.3,0.3,0.01,2.83949,0.95935,0.9682
6021,0.5,0.7,0.15,2.25117,1.2599,1.36245
2335,0.3,0.6,0.2,0.61106,1.22568,1.52842
15505,1.6,0.2,0.2,1.02675,0.71271,0.82207
822,0.25,0.2,0.01,0.45244,0.81179,1.1578
6403,0.55,0.3,0.15,2.85486,0.93753,1.20674
16594,1.7,0.6,0.15,0.60439,0.78356,0.8245
10359,0.9,0.2,0.15,0.89393,1.04161,1.05903
4640,0.45,0.3,0.15,2.97623,0.88685,1.28358
14210,1.4,0.4,0.1,2.10283,0.78836,0.88053
14394,1.4,0.6,0.05,1.35088,0.75567,0.88337
4392,0.4,0.8,0.3,0.44495,1.31649,1.6778
17359,1.8,0.7,0.01,1.95048,0.60832,0.76317
12271,1.1,0.6,0.2,1.05572,1.02106,1.04198
9761,0.8,0.3,0.2,2.5521,1.03878,1.1075
15720,1.6,0.4,0.2,1.8034,0.66636,0.8181
6535,0.55,0.4,0.2,0.5906,1.0262,1.19721
2699,0.35,0.2,0.15,1.6605,1.11936,1.11823
1178,0.25,0.4,0.2,0.27972,0.85328,1.39647
8788,0.65,0.8,0.15,1.5047,1.21741,1.20463
13158,1.2,0.8,0.1,1.805,0.90486,0.98057
14781,1.5,0.2,0.2,2.71108,0.86269,0.88055
18411,2.0,0.3,0.2,2.25693,0.63448,0.73096
693,0.2,0.8,0.01,0.02686,1.18471,2.63762
157,0.2,0.3,0.05,1.49403,1.25128,1.25247
12665,1.2,0.3,0.15,0.30405,1.01629,1.01911
15562,1.6,0.3,0.1,0.15141,0.8927,0.89416
12679,1.2,0.3,0.15,2.39247,0.93777,0.97023
6550,0.55,0.4,0.2,2.8745,0.98458,1.26643
15381,1.5,0.8,0.15,1.35481,0.71508,0.85405
12622,1.2,0.3,0.05,0.14529,1.05264,1.05384
6761,0.55,0.6,0.1,2.99125,1.13285,1.50281
8072,0.65,0.2,0.3,1.2426,1.08177,1.08641
12731,1.2,0.4,0.05,0.75721,0.94133,0.97809
14654,1.4,0.8,0.15,2.55024,0.92928,0.95767
17033,1.8,0.4,0.01,0.29385,0.799,0.811
6456,0.55,0.4,0.01,1.36317,1.14069,1.14927
429,0.2,0.5,0.2,1.34314,1.51293,1.51307
12304,1.1,0.7,0.01,2.8482,1.17742,1.18168
12273,1.1,0.6,0.2,1.3522,0.9942,1.02473
12386,1.1,0.7,0.2,2.54641,1.11195,1.10812
17602,1.9,0.2,0.15,0.60751,0.70932,0.75649
13248,1.3,0.2,0.05,2.70621,0.92389,0.94118
6929,0.55,0.7,0.2,3.01952,1.23761,1.62616
3282,0.35,0.7,0.01,0.90549,1.37689,1.52431
2531,0.3,0.8,0.05,1.65391,1.55782,1.55835
5421,0.5,0.2,0.3,0.50814,0.93238,1.14022
13979,1.4,0.2,0.05,2.09204,0.77786,0.87226
15974,1.6,0.7,0.05,2.09748,0.71383,0.83005
2586,0.3,0.8,0.2,0.44468,1.346,1.85049
14657,1.4,0.8,0.15,3.00008,1.0853,1.07586
5949,0.5,0.7,0.01,0.89004,1.2474,1.36227
18377,2.0,0.3,0.15,0.31003,0.75125,0.76178
6666,0.55,0.5,0.2,1.36782,1.19636,1.19009
12195,1.1,0.6,0.01,2.25516,1.01751,1.04585
10841,0.9,0.7,0.05,0.75272,1.14971,1.17952
6732,0.55,0.6,0.05,1.80103,1.21996,1.23016
15023,1.5,0.5,0.05,1.19883,0.72119,0.84951
7846,0.6,0.8,0.01,1.95717,1.2294,1.25897
9974,0.8,0.5,0.2,2.99861,1.16748,1.28549
16198,1.7,0.2,0.2,1.06967,0.67175,0.79612
11948,1.1,0.3,0.15,2.99347,1.11272,1.10913
4702,0.45,0.4,0.01,2.85663,0.93144,1.29753
14294,1.4,0.5,0.05,2.09898,0.79329,0.88812
8780,0.65,0.8,0.15,0.27965,1.27272,1.52287
3312,0.35,0.7,0.05,2.25679,1.37614,1.5322
14152,1.4,0.3,0.2,2.84144,0.93501,0.93829
13003,1.2,0.7,0.01,0.60225,1.01481,1.04129
18854,2.0,0.8,0.05,2.54756,0.7099,0.75812
2639,0.35,0.2,0.01,2.09996,1.05069,1.11931
16433,1.7,0.5,0.01,1.65572,0.60492,0.78604
14099,1.4,0.3,0.1,1.2026,0.76268,0.87473
14006,1.4,0.2,0.1,2.98644,0.95277,0.9544
13011,1.2,0.7,0.01,1.79705,0.89441,0.97439
1402,0.25,0.6,0.1,2.40221,1.35211,1.6116
14768,1.5,0.2,0.2,0.76593,0.79869,0.85891
3385,0.35,0.7,0.3,0.60294,1.30901,1.57701
16964,1.8,0.3,0.05,2.55724,0.7343,0.77861
4165,0.4,0.7,0.01,1.04817,1.34516,1.42643
12578,1.2,0.2,0.15,2.98488,1.04409,1.04314
13076,1.2,0.7,0.15,2.10222,0.94171,0.99458
10765,0.9,0.6,0.1,1.95294,1.10605,1.10936
5995,0.5,0.7,0.1,1.51,1.28858,1.2839
344,0.2,0.5,0.01,1.20038,1.46157,1.51149
2787,0.35,0.3,0.01,2.22868,1.06671,1.17817
14990,1.5,0.4,0.2,2.55681,0.84486,0.87621
17045,1.8,0.4,0.01,2.09293,0.63345,0.76077
10847,0.9,0.7,0.05,1.65403,1.10838,1.10755
4462,0.45,0.2,0.1,1.53466,1.10102,1.09995
18744,2.0,0.7,0.01,1.79767,0.5271,0.71953
317,0.2,0.4,0.2,0.29016,0.83457,1.40813
12412,1.1,0.8,0.05,0.14972,1.28318,1.28284
2299,0.3,0.6,0.1,1.49374,1.4629,1.45945
1938,0.3,0.3,0.15,0.89126,1.07412,1.19561
14237,1.4,0.4,0.15,2.99564,0.98495,0.98203
4876,0.45,0.5,0.15,0.60972,1.08423,1.30455
1640,0.25,0.8,0.1,0.29248,1.30768,2.1256
11113,1.0,0.2,0.2,0.60496,1.08437,1.07901
14073,1.4,0.3,0.05,0.45924,0.88557,0.90784
9196,0.7,0.5,0.1,2.84926,1.08286,1.2638
488,0.2,0.6,0.05,0.74723,1.40534,1.68385
14161,1.4,0.4,0.01,1.05927,0.77952,0.87579
16598,1.7,0.6,0.15,1.20225,0.64847,0.79371
206,0.2,0.3,0.15,2.55679,0.94482,1.239
16553,1.7,0.6,0.05,0.75101,0.73919,0.80869
2015,0.3,0.4,0.01,2.97775,0.84629,1.45573
4022,0.4,0.5,0.3,1.63988,1.29801,1.26307
1499,0.25,0.7,0.05,1.19982,1.61458,1.66674
5970,0.5,0.7,0.05,0.89004,1.25064,1.36439
18913,2.0,0.8,0.2,1.94985,0.57348,0.72942
11455,1.0,0.6,0.01,1.49539,1.0821,1.08206
6336,0.55,0.3,0.01,2.24529,1.04322,1.12938
12493,1.1,0.8,0.2,2.85287,1.24155,1.22128
8672,0.65,0.7,0.15,3.01838,1.25804,1.53735
13833,1.3,0.7,0.2,2.25198,0.90635,0.95592
15766,1.6,0.5,0.05,2.39637,0.76955,0.83484
17334,1.8,0.6,0.2,1.3522,0.59721,0.76983
3050,0.35,0.5,0.05,0.74152,1.15597,1.3584
3084,0.35,0.5,0.1,2.69221,1.01712,1.38403
2912,0.35,0.4,0.01,2.08313,1.17033,1.24168
3591,0.4,0.2,0.15,0.13146,0.82516,1.27328
17054,1.8,0.4,0.05,0.29385,0.80084,0.81239
16561,1.7,0.6,0.05,1.95591,0.64478,0.79171
7815,0.6,0.7,0.3,0.4492,1.20967,1.39595
15120,1.5,0.6,0.05,0.01059,0.97429,0.9734
14822,1.5,0.3,0.05,2.55326,0.82361,0.86277
4029,0.4,0.5,0.3,2.70354,1.03368,1.34544
18447,2.0,0.4,0.05,1.34996,0.52781,0.72131
12492,1.1,0.8,0.2,2.69664,1.18391,1.16998
13514,1.3,0.4,0.2,1.648,0.80991,0.91337
10473,0.9,0.3,0.15,2.2603,1.05862,1.07551
15146,1.5,0.6,0.1,0.75261,0.81696,0.87744
11354,1.0,0.5,0.01,2.10515,1.08507,1.08504
8218,0.65,0.4,0.01,1.05405,1.09109,1.1333
2291,0.3,0.6,0.1,0.28934,1.04896,1.64204
7017,0.55,0.8,0.15,0.45171,1.24815,1.51945
17518,1.8,0.8,0.2,0.59961,0.78034,0.81395
11999,1.1,0.4,0.05,1.20073,0.96961,1.00945
1139,0.25,0.4,0.1,0.74546,1.11628,1.32832
3491,0.35,0.8,0.2,0.75764,1.44496,1.6546
4175,0.4,0.7,0.01,2.56475,1.23122,1.53872
12332,1.1,0.7,0.1,0.7489,1.06603,1.08391
