nan nan 0.000000000000000000e+00 1.052355979799366015e+00 nan nan nan
2.086390074930000171e-03 1.039209768200377804e+00 2.100840336134453690e-03 1.050139812202041334e+00 2.086390074930000171e-03 1.039209768200377804e+00 -3.214140216349999912e-01
6.260605374930000057e-03 1.067433896683298356e+00 4.201680672268907381e-03 1.047927222559326355e+00 6.260605374930000057e-03 1.067433896683298356e+00 -3.213649161050000091e-01
1.043760099820000009e-02 1.074233049282589336e+00 6.302521008403361505e-03 1.045718374519662541e+00 1.043760099820000009e-02 1.074233049282589336e+00 -3.212757287820000029e-01
1.461719818369999931e-02 1.074655245667148762e+00 8.403361344537814762e-03 1.043513429077383536e+00 1.461719818369999931e-02 1.074655245667148762e+00 -3.211463198410000053e-01
1.879922061619999918e-02 1.072674569542843681e+00 1.050420168067226975e-02 1.041312544552029262e+00 1.879922061619999918e-02 1.072674569542843681e+00 -3.209765494599999824e-01
2.298349454559999935e-02 1.069508996125752454e+00 1.260504201680672301e-02 1.039115876568892372e+00 2.298349454559999935e-02 1.069508996125752454e+00 -3.207662778140000226e-01
2.716984890790000162e-02 1.065588980104343220e+00 1.470588235294117627e-02 1.036923578040794824e+00 2.716984890790000162e-02 1.065588980104343220e+00 -3.205153650790000253e-01
3.135811544590000333e-02 1.061449413595893621e+00 1.680672268907562952e-02 1.034735799151103697e+00 3.135811544590000333e-02 1.061449413595893621e+00 -3.202236714339999901e-01
3.554812883129999934e-02 1.057006900431851637e+00 1.890756302521008278e-02 1.032552687337976227e+00 3.554812883129999934e-02 1.057006900431851637e+00 -3.198910570530000275e-01
3.973972678800000158e-02 1.052507297323902913e+00 2.100840336134453951e-02 1.030374387279837878e+00 3.973972678800000158e-02 1.052507297323902913e+00 -3.195173821139999926e-01
4.393275021549999937e-02 1.047974629336436037e+00 2.310924369747899276e-02 1.028201040882093409e+00 4.393275021549999937e-02 1.047974629336436037e+00 -3.191025067909999957e-01
4.812704331389999757e-02 1.043529795515713454e+00 2.521008403361344602e-02 1.026032787265068746e+00 4.812704331389999757e-02 1.043529795515713454e+00 -3.186462912629999811e-01
5.232245371000000117e-02 1.039079311424398577e+00 2.731092436974789928e-02 1.023869762753178536e+00 5.232245371000000117e-02 1.039079311424398577e+00 -3.181485957049999813e-01
5.651883258370000301e-02 1.034613941231345091e+00 2.941176470588235253e-02 1.021712100865325601e+00 5.651883258370000301e-02 1.034613941231345091e+00 -3.176092802930000070e-01
