nan nan 0.000000000000000000e+00 8.691155960215696252e-01 nan nan nan
2.331120356229999819e-03 8.490306571855109619e-01 2.325581395348837177e-03 8.673029104079643670e-01 2.331120356229999819e-03 8.490306571855109619e-01 -2.368197420790000007e-01
6.993526750999999944e-03 8.741019622642554054e-01 4.651162790697674354e-03 8.654868845704704050e-01 6.993526750999999944e-03 8.741019622642554054e-01 -2.367618334469999974e-01
1.165620236030000083e-02 8.808436961254737518e-01 6.976744186046511531e-03 8.636677144362862046e-01 1.165620236030000083e-02 8.808436961254737518e-01 -2.366773999969999931e-01
1.631902516160000163e-02 8.819999047794240266e-01 9.302325581395348708e-03 8.618455921868078962e-01 1.631902516160000163e-02 8.819999047794240266e-01 -2.365661211439999967e-01
2.098187773010000076e-02 8.808515009194869405e-01 1.162790697674418589e-02 8.600207062317306583e-01 2.098187773010000076e-02 8.808515009194869405e-01 -2.364276763020000116e-01
2.564464732439999950e-02 8.786656357624336167e-01 1.395348837209302306e-02 8.581932411850984321e-01 2.564464732439999950e-02 8.786656357624336167e-01 -2.362617448850000135e-01
3.030722597399999885e-02 8.760114695343115265e-01 1.627906976744186024e-02 8.563633778433020760e-01 3.030722597399999885e-02 8.760114695343115265e-01 -2.360680063039999887e-01
3.496951056650000195e-02 8.727669877370797247e-01 1.860465116279069742e-02 8.545312931650239641e-01 3.496951056650000195e-02 8.727669877370797247e-01 -2.358461399719999907e-01
3.963140293769999711e-02 8.690982401038986893e-01 2.093023255813953806e-02 8.526971602531302485e-01 3.963140293769999711e-02 8.690982401038986893e-01 -2.355958252979999945e-01
4.429280996139999677e-02 8.653003576168555311e-01 2.325581395348837177e-02 8.508611483385040142e-01 4.429280996139999677e-02 8.653003576168555311e-01 -2.353167416910000032e-01
4.895364364089999781e-02 8.616363381672644817e-01 2.558139534883720895e-02 8.490234227658247645e-01 4.895364364089999781e-02 8.616363381672644817e-01 -2.350085685570000027e-01
5.361382120139999985e-02 8.581663390459012275e-01 2.790697674418604612e-02 8.471841449812874680e-01 5.361382120139999985e-02 8.581663390459012275e-01 -2.346709853039999905e-01
5.827326518349999762e-02 8.546948613468895450e-01 3.023255813953488330e-02 8.453434725222612744e-01 5.827326518349999762e-02 8.546948613468895450e-01 -2.343036713359999967e-01
6.293190353760000355e-02 8.512193340238287664e-01 3.255813953488372048e-02 8.435015590088877913e-01 6.293190353760000355e-02 8.512193340238287664e-01 -2.339063060569999963e-01
6.758966971929999956e-02 8.476221257574599877e-01 3.488372093023255766e-02 8.416585541376119251e-01 6.758966971929999956e-02 8.476221257574599877e-01 -2.334785688709999918e-01
7.224650278560000582e-02 8.440220908330778871e-01 3.720930232558139483e-02 8.398146036766510614e-01 7.224650278560000582e-02 8.440220908330778871e-01 -2.330201391789999965e-01
7.690234749200000608e-02 8.405546674414151598e-01 3.953488372093023201e-02 8.379698494633903705e-01 7.690234749200000608e-02 8.405546674414151598e-01 -2.325306963809999905e-01
8.155715439060000349e-02 8.370059359184922609e-01 4.186046511627907613e-02 8.361244294037135649e-01 8.155715439060000349e-02 8.370059359184922609e-01 -2.320099198770000093e-01
8.621087992850000326e-02 8.332357670336656419e-01 4.418604651162790636e-02 8.342784774732556752e-01 8.621087992850000326e-02 8.332357670336656419e-01 -2.314574890639999882e-01
9.086348654760000032e-02 8.292732699944250774e-01 4.651162790697674354e-02 8.324321237205827284e-01 9.086348654760000032e-02 8.292732699944250774e-01 -2.308730833400000071e-01
9.551494278409999872e-02 8.253825483897392346e-01 4.883720930232558072e-02 8.305854942722921130e-01 9.551494278409999872e-02 8.253825483897392346e-01 -2.302563820999999900e-01
1.001652233700000005e-01 8.216958674902063997e-01 5.116279069767441789e-02 8.287387113400339622e-01 1.001652233700000005e-01 8.216958674902063997e-01 -2.296070647389999997e-01
1.048143093320000052e-01 8.180635238100008033e-01 5.348837209302325507e-02 8.268918932294463398e-01 1.048143093320000052e-01 8.180635238100008033e-01 -2.289248106500000046e-01
1.094621880969999933e-01 8.147002549330846222e-01 5.581395348837209225e-02 8.250451543510056718e-01 1.094621880969999933e-01 8.147002549330846222e-01 -2.282092992260000008e-01
1.141088535889999978e-01 8.115402865185393777e-01 5.813953488372092943e-02 8.231986052327877612e-01 1.141088535889999978e-01 8.115402865185393777e-01 -2.274602098569999953e-01
