nan nan 0.000000000000000000e+00 8.966880681326274694e-01 nan nan nan
5.003646295369999775e-03 9.085764519800211270e-01 4.545454545454545234e-03 8.931332420235793546e-01 5.003646295369999775e-03 9.085764519800211270e-01 -1.246410898139999945e+00
1.482662037919999995e-02 9.389354355863268609e-01 9.090909090909090468e-03 8.905437079076754525e-01 1.482662037919999995e-02 9.389354355863268609e-01 -1.237900449869999919e+00
2.435167463210000105e-02 9.450761947429913157e-01 1.363636363636363570e-02 8.888947703542791068e-01 2.435167463210000105e-02 9.450761947429913157e-01 -1.226820527249999904e+00
3.371110506729999706e-02 9.517530766177785262e-01 1.818181818181818094e-02 8.881538320291404442e-01 3.371110506729999706e-02 9.517530766177785262e-01 -1.213362864660000096e+00
4.301653032600000204e-02 9.617643642831095185e-01 2.272727272727272790e-02 8.882813352041403210e-01 4.301653032600000204e-02 9.617643642831095185e-01 -1.197722618060000022e+00
5.235536140190000243e-02 9.756574682382643804e-01 2.727272727272727140e-02 8.892318960010338058e-01 5.235536140190000243e-02 9.756574682382643804e-01 -1.180098388680000054e+00
6.178975216239999957e-02 9.929605443075513183e-01 3.181818181818181490e-02 8.909555570580103279e-01 6.178975216239999957e-02 9.929605443075513183e-01 -1.160692246740000044e+00
7.135763085059999844e-02 1.013367177754812110e+00 3.636363636363636187e-02 8.933990830369795688e-01 7.135763085059999844e-02 1.013367177754812110e+00 -1.139709755309999961e+00
8.107506866609999474e-02 1.035967617545139330e+00 4.090909090909090884e-02 8.965072295405207559e-01 8.107506866609999474e-02 1.035967617545139330e+00 -1.117359994140000090e+00
9.038154755940000507e-02 1.058085661476640293e+00 4.545454545454545581e-02 9.002239276921869537e-01 9.038154755940000507e-02 1.058085661476640293e+00 -1.095219656610000092e+00
9.923686526479999492e-02 1.079916758767422547e+00 5.000000000000000278e-02 9.044933414980654840e-01 9.923686526479999492e-02 1.079916758767422547e+00 -1.073609656259999934e+00
1.081516062579999937e-01 1.101807708401159713e+00 5.454545454545454281e-02 9.092607708394867538e-01 1.081516062579999937e-01 1.101807708401159713e+00 -1.051458494690000078e+00
1.170976316849999949e-01 1.123387563948438084e+00 5.909090909090908977e-02 9.144733876539844486e-01 1.170976316849999949e-01 1.123387563948438084e+00 -1.028923863069999944e+00
1.260417687339999981e-01 1.144204520035223993e+00 6.363636363636362980e-02 9.200808052644565693e-01 1.260417687339999981e-01 1.144204520035223993e+00 -1.006163397309999930e+00
1.349469551599999928e-01 1.163700110603006044e+00 6.818181818181817677e-02 9.260354902715942638e-01 1.349469551599999928e-01 1.163700110603006044e+00 -9.833346780770000350e-01
1.437732315049999876e-01 1.181236953361261888e+00 7.272727272727272374e-02 9.322930328276837209e-01 1.437732315049999876e-01 1.181236953361261888e+00 -9.605952307889999986e-01
1.524786274899999905e-01 1.195903743975772260e+00 7.727272727272727071e-02 9.388122947384963668e-01 1.524786274899999905e-01 1.195903743975772260e+00 -9.381025256330000062e-01
1.610199924600000110e-01 1.204917232759196377e+00 8.181818181818181768e-02 9.455554561896228893e-01 1.610199924600000110e-01 1.204917232759196377e+00 -9.160139775750000268e-01
