a/c,a/t,c/b,phi,F,Mg
0.2,0.1,0.2,0,0.55844,1.24562
0.2,0.1,0.2,0.1428,0.60128,1.21473
0.2,0.1,0.2,0.2856,0.69595,1.18906
0.2,0.1,0.2,0.4284,0.78899,1.16871
0.2,0.1,0.2,0.5712,0.87008,1.15344
0.2,0.1,0.2,0.714,0.93911,1.14271
0.2,0.1,0.2,0.8568,0.99715,1.13576
0.2,0.1,0.2,0.9996,1.04486,1.13173
0.2,0.1,0.2,1.1424,1.0824,1.12974
0.2,0.1,0.2,1.2852,1.10957,1.12898
0.2,0.1,0.2,1.428,1.12605,1.1288
0.2,0.1,0.2,1.5708,1.13158,1.12879
0.2,0.1,0.2,1.7136,1.12605,1.1288
0.2,0.1,0.2,1.8564,1.10957,1.12898
0.2,0.1,0.2,1.9992,1.0824,1.12974
0.2,0.1,0.2,2.14199,1.04486,1.13173
0.2,0.1,0.2,2.28479,0.99715,1.13576
0.2,0.1,0.2,2.42759,0.93911,1.14271
0.2,0.1,0.2,2.57039,0.87008,1.15344
0.2,0.1,0.2,2.71319,0.78899,1.16871
0.2,0.1,0.2,2.85599,0.69595,1.18906
0.2,0.1,0.2,2.99879,0.60128,1.21473
0.2,0.1,0.2,3.14159,0.55844,1.24562
0.2,0.14091,0.2,0,0.56891,1.2677
0.2,0.14091,0.2,0.1428,0.61209,1.23531
0.2,0.14091,0.2,0.2856,0.70799,1.2084
0.2,0.14091,0.2,0.4284,0.8022,1.18707
0.2,0.14091,0.2,0.5712,0.88427,1.17106
0.2,0.14091,0.2,0.714,0.95413,1.15981
0.2,0.14091,0.2,0.8568,1.0129,1.15252
0.2,0.14091,0.2,0.9996,1.06124,1.1483
0.2,0.14091,0.2,1.1424,1.0993,1.14622
0.2,0.14091,0.2,1.2852,1.12686,1.14542
0.2,0.14091,0.2,1.428,1.1436,1.14523
0.2,0.14091,0.2,1.5708,1.14921,1.14522
0.2,0.14091,0.2,1.7136,1.1436,1.14523
0.2,0.14091,0.2,1.8564,1.12686,1.14542
0.2,0.14091,0.2,1.9992,1.0993,1.14622
0.2,0.14091,0.2,2.14199,1.06124,1.1483
0.2,0.14091,0.2,2.28479,1.0129,1.15252
0.2,0.14091,0.2,2.42759,0.95413,1.15981
0.2,0.14091,0.2,2.57039,0.88427,1.17106
0.2,0.14091,0.2,2.71319,0.8022,1.18707
0.2,0.14091,0.2,2.85599,0.70799,1.2084
0.2,0.14091,0.2,2.99879,0.61209,1.23531
0.2,0.14091,0.2,3.14159,0.56891,1.2677
0.2,0.18182,0.2,0,0.58276,1.29724
0.2,0.18182,0.2,0.1428,0.62636,1.26282
0.2,0.18182,0.2,0.2856,0.72384,1.23421
0.2,0.18182,0.2,0.4284,0.81956,1.21153
0.2,0.18182,0.2,0.5712,0.90289,1.19451
0.2,0.18182,0.2,0.714,0.97383,1.18255
0.2,0.18182,0.2,0.8568,1.03353,1.1748
0.2,0.18182,0.2,0.9996,1.08268,1.17032
0.2,0.18182,0.2,1.1424,1.12142,1.1681
0.2,0.18182,0.2,1.2852,1.14951,1.16725
0.2,0.18182,0.2,1.428,1.16657,1.16705
0.2,0.18182,0.2,1.5708,1.1723,1.16704
0.2,0.18182,0.2,1.7136,1.16657,1.16705
0.2,0.18182,0.2,1.8564,1.14951,1.16725
0.2,0.18182,0.2,1.9992,1.12142,1.1681
0.2,0.18182,0.2,2.14199,1.08268,1.17032
0.2,0.18182,0.2,2.28479,1.03353,1.1748
0.2,0.18182,0.2,2.42759,0.97383,1.18255
0.2,0.18182,0.2,2.57039,0.90289,1.19451
0.2,0.18182,0.2,2.71319,0.81956,1.21153
0.2,0.18182,0.2,2.85599,0.72384,1.23421
0.2,0.18182,0.2,2.99879,0.62636,1.26282
0.2,0.18182,0.2,3.14159,0.58276,1.29724
0.2,0.22273,0.2,0,0.59999,1.33423
0.2,0.22273,0.2,0.1428,0.64405,1.29718
0.2,0.22273,0.2,0.2856,0.74347,1.26639
0.2,0.22273,0.2,0.4284,0.84101,1.24198
0.2,0.22273,0.2,0.5712,0.92586,1.22366
0.2,0.22273,0.2,0.714,0.99809,1.21078
0.2,0.22273,0.2,0.8568,1.05892,1.20245
0.2,0.22273,0.2,0.9996,1.10906,1.19762
0.2,0.22273,0.2,1.1424,1.14864,1.19523
0.2,0.22273,0.2,1.2852,1.17736,1.19432
0.2,0.22273,0.2,1.428,1.19483,1.1941
0.2,0.22273,0.2,1.5708,1.20069,1.19409
0.2,0.22273,0.2,1.7136,1.19483,1.1941
0.2,0.22273,0.2,1.8564,1.17736,1.19432
0.2,0.22273,0.2,1.9992,1.14864,1.19523
0.2,0.22273,0.2,2.14199,1.10906,1.19762
0.2,0.22273,0.2,2.28479,1.05892,1.20245
0.2,0.22273,0.2,2.42759,0.99809,1.21078
0.2,0.22273,0.2,2.57039,0.92586,1.22366
0.2,0.22273,0.2,2.71319,0.84101,1.24198
0.2,0.22273,0.2,2.85599,0.74347,1.26639
0.2,0.22273,0.2,2.99879,0.64405,1.29718
0.2,0.22273,0.2,3.14159,0.59999,1.33423
0.2,0.26364,0.2,0,0.62057,1.37861
0.2,0.26364,0.2,0.1428,0.66515,1.33831
0.2,0.26364,0.2,0.2856,0.76681,1.30481
0.2,0.26364,0.2,0.4284,0.86646,1.27826
0.2,0.26364,0.2,0.5712,0.95307,1.25833
0.2,0.26364,0.2,0.714,1.02679,1.24433
0.2,0.26364,0.2,0.8568,1.08892,1.23526
0.2,0.26364,0.2,0.9996,1.14022,1.23001
0.2,0.26364,0.2,1.1424,1.18076,1.22741
0.2,0.26364,0.2,1.2852,1.21024,1.22642
0.2,0.26364,0.2,1.428,1.22818,1.22618
0.2,0.26364,0.2,1.5708,1.2342,1.22617
0.2,0.26364,0.2,1.7136,1.22818,1.22618
0.2,0.26364,0.2,1.8564,1.21024,1.22642
0.2,0.26364,0.2,1.9992,1.18076,1.22741
0.2,0.26364,0.2,2.14199,1.14022,1.23001
0.2,0.26364,0.2,2.28479,1.08892,1.23526
0.2,0.26364,0.2,2.42759,1.02679,1.24433
0.2,0.26364,0.2,2.57039,0.95307,1.25833
0.2,0.26364,0.2,2.71319,0.86646,1.27826
0.2,0.26364,0.2,2.85599,0.76681,1.30481
0.2,0.26364,0.2,2.99879,0.66515,1.33831
0.2,0.26364,0.2,3.14159,0.62057,1.37861
0.2,0.30455,0.2,0,0.64451,1.43033
0.2,0.30455,0.2,0.1428,0.68961,1.3861
0.2,0.30455,0.2,0.2856,0.79378,1.34934
0.2,0.30455,0.2,0.4284,0.8958,1.3202
0.2,0.30455,0.2,0.5712,0.98437,1.29833
0.2,0.30455,0.2,0.714,1.05975,1.28296
0.2,0.30455,0.2,0.8568,1.12335,1.27301
0.2,0.30455,0.2,0.9996,1.17594,1.26725
0.2,0.30455,0.2,1.1424,1.21758,1.2644
0.2,0.30455,0.2,1.2852,1.24791,1.2633
0.2,0.30455,0.2,1.428,1.26639,1.26305
0.2,0.30455,0.2,1.5708,1.2726,1.26303
0.2,0.30455,0.2,1.7136,1.26639,1.26305
0.2,0.30455,0.2,1.8564,1.24791,1.2633
0.2,0.30455,0.2,1.9992,1.21758,1.2644
0.2,0.30455,0.2,2.14199,1.17594,1.26725
0.2,0.30455,0.2,2.28479,1.12335,1.27301
0.2,0.30455,0.2,2.42759,1.05975,1.28296
0.2,0.30455,0.2,2.57039,0.98437,1.29833
0.2,0.30455,0.2,2.71319,0.8958,1.3202
0.2,0.30455,0.2,2.85599,0.79378,1.34934
0.2,0.30455,0.2,2.99879,0.68961,1.3861
0.2,0.30455,0.2,3.14159,0.64451,1.43033
0.2,0.34545,0.2,0,0.67178,1.48932
0.2,0.34545,0.2,0.1428,0.71736,1.44043
0.2,0.34545,0.2,0.2856,0.8243,1.3998
0.2,0.34545,0.2,0.4284,0.9289,1.36759
0.2,0.34545,0.2,0.5712,1.01959,1.34341
0.2,0.34545,0.2,0.714,1.09677,1.32642
0.2,0.34545,0.2,0.8568,1.16196,1.31543
0.2,0.34545,0.2,0.9996,1.21597,1.30905
0.2,0.34545,0.2,1.1424,1.25884,1.3059
0.2,0.34545,0.2,1.2852,1.29011,1.3047
0.2,0.34545,0.2,1.428,1.3092,1.30441
0.2,0.34545,0.2,1.5708,1.31562,1.30439
0.2,0.34545,0.2,1.7136,1.3092,1.30441
0.2,0.34545,0.2,1.8564,1.29011,1.3047
0.2,0.34545,0.2,1.9992,1.25884,1.3059
0.2,0.34545,0.2,2.14199,1.21597,1.30905
0.2,0.34545,0.2,2.28479,1.16196,1.31543
0.2,0.34545,0.2,2.42759,1.09677,1.32642
0.2,0.34545,0.2,2.57039,1.01959,1.34341
0.2,0.34545,0.2,2.71319,0.9289,1.36759
0.2,0.34545,0.2,2.85599,0.8243,1.3998
0.2,0.34545,0.2,2.99879,0.71736,1.44043
0.2,0.34545,0.2,3.14159,0.67178,1.48932
0.2,0.38636,0.2,0,0.70233,1.55545
0.2,0.38636,0.2,0.1428,0.74835,1.50112
0.2,0.38636,0.2,0.2856,0.85826,1.45596
0.2,0.38636,0.2,0.4284,0.9656,1.42017
0.2,0.38636,0.2,0.5712,1.05853,1.3933
0.2,0.38636,0.2,0.714,1.13761,1.37441
0.2,0.38636,0.2,0.8568,1.2045,1.36219
0.2,0.38636,0.2,0.9996,1.26004,1.35511
0.2,0.38636,0.2,1.1424,1.30423,1.35161
0.2,0.38636,0.2,1.2852,1.33654,1.35027
0.2,0.38636,0.2,1.428,1.35629,1.34995
0.2,0.38636,0.2,1.5708,1.36294,1.34993
0.2,0.38636,0.2,1.7136,1.35629,1.34995
0.2,0.38636,0.2,1.8564,1.33654,1.35027
0.2,0.38636,0.2,1.9992,1.30423,1.35161
0.2,0.38636,0.2,2.14199,1.26004,1.35511
0.2,0.38636,0.2,2.28479,1.2045,1.36219
0.2,0.38636,0.2,2.42759,1.13761,1.37441
0.2,0.38636,0.2,2.57039,1.05853,1.3933
0.2,0.38636,0.2,2.71319,0.9656,1.42017
0.2,0.38636,0.2,2.85599,0.85826,1.45596
0.2,0.38636,0.2,2.99879,0.74835,1.50112
0.2,0.38636,0.2,3.14159,0.70233,1.55545
0.2,0.42727,0.2,0,0.73611,1.62861
0.2,0.42727,0.2,0.1428,0.78249,1.56798
0.2,0.42727,0.2,0.2856,0.8955,1.51759
0.2,0.42727,0.2,0.4284,1.00571,1.47765
0.2,0.42727,0.2,0.5712,1.10096,1.44767
0.2,0.42727,0.2,0.714,1.18201,1.42659
0.2,0.42727,0.2,0.8568,1.25067,1.41296
0.2,0.42727,0.2,0.9996,1.30782,1.40505
0.2,0.42727,0.2,1.1424,1.35341,1.40115
0.2,0.42727,0.2,1.2852,1.38684,1.39965
