a/c,a/t,c/b,phi,F,Mg
0.2,0.1,0.2,0,0.55844,1.24562
0.2,0.1,0.2,0.1122,0.58457,1.22092
0.2,0.1,0.2,0.2244,0.65401,1.19941
0.2,0.1,0.2,0.3366,0.73034,1.18119
0.2,0.1,0.2,0.4488,0.80135,1.16623
0.2,0.1,0.2,0.561,0.8647,1.15437
0.2,0.1,0.2,0.6732,0.92055,1.14535
0.2,0.1,0.2,0.7854,0.96945,1.13881
0.2,0.1,0.2,0.8976,1.01182,1.13435
0.2,0.1,0.2,1.0098,1.04788,1.13153
0.2,0.1,0.2,1.122,1.07767,1.12993
0.2,0.1,0.2,1.2342,1.10108,1.12916
0.2,0.1,0.2,1.3464,1.11796,1.12886
0.2,0.1,0.2,1.4586,1.12817,1.12879
0.2,0.1,0.2,1.5708,1.13158,1.12879
0.2,0.1,0.2,1.683,1.12817,1.12879
0.2,0.1,0.2,1.7952,1.11796,1.12886
0.2,0.1,0.2,1.9074,1.10108,1.12916
0.2,0.1,0.2,2.0196,1.07767,1.12993
0.2,0.1,0.2,2.1318,1.04788,1.13153
0.2,0.1,0.2,2.24399,1.01182,1.13435
0.2,0.1,0.2,2.35619,0.96945,1.13881
0.2,0.1,0.2,2.46839,0.92055,1.14535
0.2,0.1,0.2,2.58059,0.8647,1.15437
0.2,0.1,0.2,2.69279,0.80135,1.16623
0.2,0.1,0.2,2.80499,0.73034,1.18119
0.2,0.1,0.2,2.91719,0.65401,1.19941
0.2,0.1,0.2,3.02939,0.58457,1.22092
0.2,0.1,0.2,3.14159,0.55844,1.24562
0.2,0.13214,0.2,0,0.56638,1.26234
0.2,0.13214,0.2,0.1122,0.59261,1.23674
0.2,0.13214,0.2,0.2244,0.66273,1.21444
0.2,0.13214,0.2,0.3366,0.73981,1.19555
0.2,0.13214,0.2,0.4488,0.81149,1.18005
0.2,0.13214,0.2,0.561,0.87542,1.16776
0.2,0.13214,0.2,0.6732,0.93179,1.1584
0.2,0.13214,0.2,0.7854,0.98114,1.15163
0.2,0.13214,0.2,0.8976,1.02392,1.147
0.2,0.13214,0.2,1.0098,1.06035,1.14408
0.2,0.13214,0.2,1.122,1.09045,1.14242
0.2,0.13214,0.2,1.2342,1.11411,1.14162
0.2,0.13214,0.2,1.3464,1.13119,1.14131
0.2,0.13214,0.2,1.4586,1.14152,1.14124
0.2,0.13214,0.2,1.5708,1.14497,1.14124
0.2,0.13214,0.2,1.683,1.14152,1.14124
0.2,0.13214,0.2,1.7952,1.13119,1.14131
0.2,0.13214,0.2,1.9074,1.11411,1.14162
0.2,0.13214,0.2,2.0196,1.09045,1.14242
0.2,0.13214,0.2,2.1318,1.06035,1.14408
0.2,0.13214,0.2,2.24399,1.02392,1.147
0.2,0.13214,0.2,2.35619,0.98114,1.15163
0.2,0.13214,0.2,2.46839,0.93179,1.1584
0.2,0.13214,0.2,2.58059,0.87542,1.16776
0.2,0.13214,0.2,2.69279,0.81149,1.18005
0.2,0.13214,0.2,2.80499,0.73981,1.19555
0.2,0.13214,0.2,2.91719,0.66273,1.21444
0.2,0.13214,0.2,3.02939,0.59261,1.23674
0.2,0.13214,0.2,3.14159,0.56638,1.26234
0.2,0.16429,0.2,0,0.57641,1.28367
0.2,0.16429,0.2,0.1122,0.60275,1.2569
0.2,0.16429,0.2,0.2244,0.67372,1.23358
0.2,0.16429,0.2,0.3366,0.75172,1.21383
0.2,0.16429,0.2,0.4488,0.82423,1.19762
0.2,0.16429,0.2,0.561,0.88888,1.18477
0.2,0.16429,0.2,0.6732,0.94588,1.17498
0.2,0.16429,0.2,0.7854,0.9958,1.1679
0.2,0.16429,0.2,0.8976,1.03909,1.16306
0.2,0.16429,0.2,1.0098,1.07597,1.16001
0.2,0.16429,0.2,1.122,1.10646,1.15828
0.2,0.16429,0.2,1.2342,1.13045,1.15743
0.2,0.16429,0.2,1.3464,1.14777,1.15711
0.2,0.16429,0.2,1.4586,1.15824,1.15704
0.2,0.16429,0.2,1.5708,1.16175,1.15703
0.2,0.16429,0.2,1.683,1.15824,1.15704
0.2,0.16429,0.2,1.7952,1.14777,1.15711
0.2,0.16429,0.2,1.9074,1.13045,1.15743
0.2,0.16429,0.2,2.0196,1.10646,1.15828
0.2,0.16429,0.2,2.1318,1.07597,1.16001
0.2,0.16429,0.2,2.24399,1.03909,1.16306
0.2,0.16429,0.2,2.35619,0.9958,1.1679
0.2,0.16429,0.2,2.46839,0.94588,1.17498
0.2,0.16429,0.2,2.58059,0.88888,1.18477
0.2,0.16429,0.2,2.69279,0.82423,1.19762
0.2,0.16429,0.2,2.80499,0.75172,1.21383
0.2,0.16429,0.2,2.91719,0.67372,1.23358
0.2,0.16429,0.2,3.02939,0.60275,1.2569
0.2,0.16429,0.2,3.14159,0.57641,1.28367
0.2,0.19643,0.2,0,0.58853,1.3096
0.2,0.19643,0.2,0.1122,0.61498,1.28138
0.2,0.19643,0.2,0.2244,0.68695,1.2568
0.2,0.19643,0.2,0.3366,0.76605,1.23598
0.2,0.19643,0.2,0.4488,0.83953,1.21889
0.2,0.19643,0.2,0.561,0.90504,1.20534
0.2,0.19643,0.2,0.6732,0.96278,1.19503
0.2,0.19643,0.2,0.7854,1.01337,1.18756
0.2,0.19643,0.2,0.8976,1.05726,1.18246
0.2,0.19643,0.2,1.0098,1.09468,1.17924
0.2,0.19643,0.2,1.122,1.12564,1.17741
0.2,0.19643,0.2,1.2342,1.15001,1.17653
0.2,0.19643,0.2,1.3464,1.16762,1.17619
0.2,0.19643,0.2,1.4586,1.17827,1.17611
0.2,0.19643,0.2,1.5708,1.18184,1.17611
0.2,0.19643,0.2,1.683,1.17827,1.17611
0.2,0.19643,0.2,1.7952,1.16762,1.17619
0.2,0.19643,0.2,1.9074,1.15001,1.17653
0.2,0.19643,0.2,2.0196,1.12564,1.17741
0.2,0.19643,0.2,2.1318,1.09468,1.17924
0.2,0.19643,0.2,2.24399,1.05726,1.18246
0.2,0.19643,0.2,2.35619,1.01337,1.18756
0.2,0.19643,0.2,2.46839,0.96278,1.19503
0.2,0.19643,0.2,2.58059,0.90504,1.20534
0.2,0.19643,0.2,2.69279,0.83953,1.21889
0.2,0.19643,0.2,2.80499,0.76605,1.23598
0.2,0.19643,0.2,2.91719,0.68695,1.2568
0.2,0.19643,0.2,3.02939,0.61498,1.28138
0.2,0.19643,0.2,3.14159,0.58853,1.3096
0.2,0.22857,0.2,0,0.60272,1.34012
0.2,0.22857,0.2,0.1122,0.62929,1.31015
0.2,0.22857,0.2,0.2244,0.7024,1.28405
0.2,0.22857,0.2,0.3366,0.78277,1.26195
0.2,0.22857,0.2,0.4488,0.85737,1.2438
0.2,0.22857,0.2,0.561,0.92385,1.22941
0.2,0.22857,0.2,0.6732,0.98244,1.21846
0.2,0.22857,0.2,0.7854,1.03379,1.21053
0.2,0.22857,0.2,0.8976,1.07838,1.20511
0.2,0.22857,0.2,1.0098,1.11642,1.2017
0.2,0.22857,0.2,1.122,1.14791,1.19976
0.2,0.22857,0.2,1.2342,1.17273,1.19881
0.2,0.22857,0.2,1.3464,1.19067,1.19846
