a/c,a/t,c/b,phi,F,Mg
0.2,0.33143,0.2,3.14159,0.66206,1.46828
0.2,0.35714,0.2,0,0.68017,1.50749
0.2,0.35714,0.2,0.08976,0.69545,1.47487
0.2,0.35714,0.2,0.17952,0.75178,1.44553
0.2,0.35714,0.2,0.26928,0.82096,1.41961
0.2,0.35714,0.2,0.35904,0.88943,1.39714
0.2,0.35714,0.2,0.4488,0.95296,1.37804
0.2,0.35714,0.2,0.53856,1.01073,1.36219
0.2,0.35714,0.2,0.62832,1.06296,1.34936
0.2,0.35714,0.2,0.71808,1.1101,1.33928
0.2,0.35714,0.2,0.80784,1.1525,1.33163
0.2,0.35714,0.2,0.8976,1.19041,1.32606
0.2,0.35714,0.2,0.98736,1.22393,1.32221
0.2,0.35714,0.2,1.07712,1.25305,1.31971
0.2,0.35714,0.2,1.16688,1.27765,1.31823
0.2,0.35714,0.2,1.25664,1.29761,1.31745
0.2,0.35714,0.2,1.3464,1.31276,1.31711
0.2,0.35714,0.2,1.43616,1.32295,1.31701
0.2,0.35714,0.2,1.52592,1.32808,1.31699
0.2,0.35714,0.2,1.61568,1.32808,1.31699
0.2,0.35714,0.2,1.70544,1.32295,1.31701
0.2,0.35714,0.2,1.7952,1.31276,1.31711
0.2,0.35714,0.2,1.88496,1.29761,1.31745
0.2,0.35714,0.2,1.97472,1.27765,1.31823
0.2,0.35714,0.2,2.06448,1.25305,1.31971
0.2,0.35714,0.2,2.15423,1.22393,1.32221
0.2,0.35714,0.2,2.24399,1.19041,1.32606
0.2,0.35714,0.2,2.33375,1.1525,1.33163
0.2,0.35714,0.2,2.42351,1.1101,1.33928
0.2,0.35714,0.2,2.51327,1.06296,1.34936
0.2,0.35714,0.2,2.60303,1.01073,1.36219
0.2,0.35714,0.2,2.69279,0.95296,1.37804
0.2,0.35714,0.2,2.78255,0.88943,1.39714
0.2,0.35714,0.2,2.87231,0.82096,1.41961
0.2,0.35714,0.2,2.96207,0.75178,1.44553
0.2,0.35714,0.2,3.05183,0.69545,1.47487
0.2,0.35714,0.2,3.14159,0.68017,1.50749
0.2,0.38286,0.2,0,0.69958,1.54951
0.2,0.38286,0.2,0.08976,0.71466,1.51464
0.2,0.38286,0.2,0.17952,0.77191,1.48328
0.2,0.38286,0.2,0.26928,0.84229,1.45557
0.2,0.38286,0.2,0.35904,0.91192,1.43154
0.2,0.38286,0.2,0.4488,0.97647,1.41114
0.2,0.38286,0.2,0.53856,1.03514,1.39419
0.2,0.38286,0.2,0.62832,1.08817,1.38047
0.2,0.38286,0.2,0.71808,1.13604,1.3697
0.2,0.38286,0.2,0.80784,1.17912,1.36152
0.2,0.38286,0.2,0.8976,1.21768,1.35557
0.2,0.38286,0.2,0.98736,1.2518,1.35145
0.2,0.38286,0.2,1.07712,1.28147,1.34878
0.2,0.38286,0.2,1.16688,1.30656,1.34719
0.2,0.38286,0.2,1.25664,1.32694,1.34636
0.2,0.38286,0.2,1.3464,1.34241,1.346
0.2,0.38286,0.2,1.43616,1.35283,1.34589
0.2,0.38286,0.2,1.52592,1.35807,1.34587
0.2,0.38286,0.2,1.61568,1.35807,1.34587
0.2,0.38286,0.2,1.70544,1.35283,1.34589
0.2,0.38286,0.2,1.7952,1.34241,1.346
0.2,0.38286,0.2,1.88496,1.32694,1.34636
0.2,0.38286,0.2,1.97472,1.30656,1.34719
0.2,0.38286,0.2,2.06448,1.28147,1.34878
0.2,0.38286,0.2,2.15423,1.2518,1.35145
0.2,0.38286,0.2,2.24399,1.21768,1.35557
0.2,0.38286,0.2,2.33375,1.17912,1.36152
0.2,0.38286,0.2,2.42351,1.13604,1.3697
0.2,0.38286,0.2,2.51327,1.08817,1.38047
0.2,0.38286,0.2,2.60303,1.03514,1.39419
0.2,0.38286,0.2,2.69279,0.97647,1.41114
0.2,0.38286,0.2,2.78255,0.91192,1.43154
0.2,0.38286,0.2,2.87231,0.84229,1.45557
0.2,0.38286,0.2,2.96207,0.77191,1.48328
0.2,0.38286,0.2,3.05183,0.71466,1.51464
0.2,0.38286,0.2,3.14159,0.69958,1.54951
0.2,0.40857,0.2,0,0.72027,1.59431
0.2,0.40857,0.2,0.08976,0.7351,1.55697
0.2,0.40857,0.2,0.17952,0.79329,1.52339
0.2,0.40857,0.2,0.26928,0.86493,1.49373
0.2,0.40857,0.2,0.35904,0.93575,1.468
0.2,0.40857,0.2,0.4488,1.00134,1.44615
0.2,0.40857,0.2,0.53856,1.06092,1.428
0.2,0.40857,0.2,0.62832,1.11478,1.41332
0.2,0.40857,0.2,0.71808,1.16339,1.40178
0.2,0.40857,0.2,0.80784,1.20718,1.39302
0.2,0.40857,0.2,0.8976,1.2464,1.38665
0.2,0.40857,0.2,0.98736,1.28115,1.38224
0.2,0.40857,0.2,1.07712,1.31138,1.37938
0.2,0.40857,0.2,1.16688,1.337,1.37768
0.2,0.40857,0.2,1.25664,1.3578,1.37679
0.2,0.40857,0.2,1.3464,1.37362,1.37641
0.2,0.40857,0.2,1.43616,1.38428,1.37629
0.2,0.40857,0.2,1.52592,1.38964,1.37627
0.2,0.40857,0.2,1.61568,1.38964,1.37627
0.2,0.40857,0.2,1.70544,1.38428,1.37629
0.2,0.40857,0.2,1.7952,1.37362,1.37641
0.2,0.40857,0.2,1.88496,1.3578,1.37679
0.2,0.40857,0.2,1.97472,1.337,1.37768
0.2,0.40857,0.2,2.06448,1.31138,1.37938
0.2,0.40857,0.2,2.15423,1.28115,1.38224
0.2,0.40857,0.2,2.24399,1.2464,1.38665
0.2,0.40857,0.2,2.33375,1.20718,1.39302
0.2,0.40857,0.2,2.42351,1.16339,1.40178
0.2,0.40857,0.2,2.51327,1.11478,1.41332
0.2,0.40857,0.2,2.60303,1.06092,1.428
0.2,0.40857,0.2,2.69279,1.00134,1.44615
0.2,0.40857,0.2,2.78255,0.93575,1.468
0.2,0.40857,0.2,2.87231,0.86493,1.49373
0.2,0.40857,0.2,2.96207,0.79329,1.52339
0.2,0.40857,0.2,3.05183,0.7351,1.55697
0.2,0.40857,0.2,3.14159,0.72027,1.59431
0.2,0.43429,0.2,0,0.74222,1.64185
0.2,0.43429,0.2,0.08976,0.75676,1.60182
0.2,0.43429,0.2,0.17952,0.81591,1.56582
0.2,0.43429,0.2,0.26928,0.88883,1.53401
0.2,0.43429,0.2,0.35904,0.96086,1.50643
0.2,0.43429,0.2,0.4488,1.02752,1.483
0.2,0.43429,0.2,0.53856,1.08803,1.46355
0.2,0.43429,0.2,0.62832,1.14272,1.44781
0.2,0.43429,0.2,0.71808,1.19209,1.43544
0.2,0.43429,0.2,0.80784,1.2366,1.42605
0.2,0.43429,0.2,0.8976,1.27649,1.41921
0.2,0.43429,0.2,0.98736,1.31188,1.41448
0.2,0.43429,0.2,1.07712,1.34271,1.41142
0.2,0.43429,0.2,1.16688,1.36885,1.4096
0.2,0.43429,0.2,1.25664,1.39011,1.40865
0.2,0.43429,0.2,1.3464,1.40629,1.40823
0.2,0.43429,0.2,1.43616,1.41719,1.40811
0.2,0.43429,0.2,1.52592,1.42268,1.40809
0.2,0.43429,0.2,1.61568,1.42268,1.40809
0.2,0.43429,0.2,1.70544,1.41719,1.40811
0.2,0.43429,0.2,1.7952,1.40629,1.40823
0.2,0.43429,0.2,1.88496,1.39011,1.40865
0.2,0.43429,0.2,1.97472,1.36885,1.4096
0.2,0.43429,0.2,2.06448,1.34271,1.41142
0.2,0.43429,0.2,2.15423,1.31188,1.41448
0.2,0.43429,0.2,2.24399,1.27649,1.41921
0.2,0.43429,0.2,2.33375,1.2366,1.42605
0.2,0.43429,0.2,2.42351,1.19209,1.43544
0.2,0.43429,0.2,2.51327,1.14272,1.44781
0.2,0.43429,0.2,2.60303,1.08803,1.46355
0.2,0.43429,0.2,2.69279,1.02752,1.483
0.2,0.43429,0.2,2.78255,0.96086,1.50643
