a/c,a/t,c/b,phi,F,Mg
0.6,0.2,0.2,1.61657,1.08585,1.08085
0.45,0.5,0.3,1.79803,1.25439,1.23206
1.5,0.3,0.05,0.01804,0.93724,0.93685
0.8,0.3,0.15,1.04694,1.05715,1.07789
0.25,0.6,0.1,1.64919,1.55718,1.55365
0.2,0.4,0.01,1.35308,1.35873,1.37435
1.2,0.3,0.05,0.60537,0.95173,0.9764
0.6,0.4,0.1,2.38293,1.05546,1.16683
1.4,0.5,0.05,1.95697,0.77267,0.88483
1.7,0.2,0.1,1.65703,0.6066,0.78719
0.9,0.5,0.05,1.95192,1.09707,1.10355
0.65,0.6,0.01,0.89319,1.14881,1.22514
1.9,0.7,0.1,2.39837,0.69572,0.76596
0.2,0.7,0.05,2.10004,1.72909,1.85276
1.3,0.6,0.05,2.54976,0.94119,0.97282
0.5,0.6,0.3,0.04459,1.17745,1.60699
0.5,0.7,0.2,0.89004,1.26821,1.36106
0.3,0.2,0.05,1.49375,1.12668,1.12786
0.65,0.8,0.15,0.59253,1.2301,1.38062
0.3,0.4,0.01,0.28995,0.86847,1.36389
1.6,0.2,0.15,1.02675,0.70578,0.81584
